clip_id,start,end
A08,45.105000000000004,45.245000000000005
A08,45.245000000000005,45.425000000000004
A08,45.425000000000004,45.525
A08,45.525,45.625
A08,45.625,45.905
A08,45.905,46.205
A08,46.205,46.405
A08,46.405,46.585
A08,46.585,46.925
A08,46.925,47.705
A08,47.705,47.845
A08,47.845,48.045
A08,48.045,48.265
A08,48.265,48.465
A08,48.465,48.625
A08,48.625,48.805
A08,48.805,48.945
A08,48.945,49.205
A08,49.205,49.545
A08,49.545,49.785000000000004
A08,49.785000000000004,50.325
A08,50.325,50.545
A08,50.545,50.705
A08,50.705,50.925
A08,50.925,51.125
A08,51.125,51.285000000000004
A08,51.285000000000004,51.525000000000006
A08,51.525000000000006,51.785000000000004
A08,51.785000000000004,52.025000000000006
A08,52.025000000000006,52.345
A08,52.345,52.505
A08,52.505,52.825
A08,52.825,53.025000000000006
A08,53.025000000000006,53.405
A08,53.405,53.625
A08,53.625,53.745000000000005
A08,53.745000000000005,53.845
A08,53.845,54.005
A08,54.005,54.165
A08,54.165,54.245000000000005
A08,54.245000000000005,54.505
A08,54.505,54.705
A08,55.095,56.275
A08,56.275,56.635
A08,56.635,56.755
A08,56.755,57.055
A08,57.055,57.315
A08,57.315,57.515
A08,57.515,57.775
A08,57.775,58.095
A08,58.095,58.315
A08,58.315,58.635
A08,58.635,58.875
A08,58.875,59.115
A08,59.115,59.255
A08,59.255,59.495
A08,59.495,59.655
A08,59.655,59.775
A08,59.775,60.015
A08,60.015,60.315
A08,60.315,60.755
A08,60.755,61.135
A08,61.135,61.235
A08,61.235,61.415
A08,61.415,61.515
A08,61.515,61.615
A08,61.615,61.894999999999996
A08,61.894999999999996,62.055
A08,62.055,62.275
A08,62.275,62.495
A08,62.495,62.675
A08,62.675,62.875
A08,62.875,63.075
A08,63.075,63.295
A08,63.295,63.415
A08,63.415,63.655
A08,63.655,63.835
A08,63.835,64.275
A08,64.275,64.455
A08,64.455,64.635
A08,64.635,64.815
A08,64.815,65.055
A08,65.055,65.155
A08,65.155,65.315
A08,65.315,65.455
A08,65.455,65.695
A08,65.695,65.875
A08,65.875,66.175
A08,66.175,66.315
A08,66.315,66.535
A08,66.535,66.795
A08,66.795,67.795
A08,67.795,68.135
A08,68.135,68.515
A08,68.515,68.635
A08,68.635,69.015
A08,69.015,69.155
A08,69.155,69.455
A08,69.455,69.735
A08,69.735,70.075
A08,70.075,70.315
A08,70.315,70.655
A08,70.655,70.935
A08,70.935,71.135
A08,71.135,71.315
A08,71.315,71.575
A08,71.575,71.955
A08,71.955,72.175
A08,72.175,72.475
A08,72.475,72.91499999999999
A08,72.91499999999999,73.035
A08,73.035,73.195
A08,73.195,73.455
A08,73.455,73.575
A08,73.575,73.795
A08,73.795,74.215
A08,74.215,74.41499999999999
A08,74.41499999999999,74.455
A08,74.455,74.575
A08,74.575,74.83500000000001
A08,74.83500000000001,75.195
A08,75.195,75.555
A08,75.555,75.655
A08,75.655,76.015
A08,76.015,76.295
A08,76.65750000000001,76.95750000000001
A08,76.95750000000001,77.7175
A08,77.7175,77.9375
A08,77.9375,78.31750000000001
A08,78.31750000000001,78.59750000000001
A08,78.59750000000001,78.7975
A08,78.7975,78.9375
A08,78.9375,79.15750000000001
A08,79.15750000000001,79.3375
A08,79.3375,79.4975
A08,79.4975,79.6375
A08,79.6375,79.9975
A08,79.9975,80.15750000000001
A08,80.15750000000001,80.31750000000001
A08,80.31750000000001,80.5775
A08,80.5775,80.7175
A08,80.7175,81.01750000000001
A08,81.01750000000001,81.1575
A08,81.1575,81.39750000000001
A08,81.39750000000001,81.5575
A08,81.5575,81.8375
A08,81.8375,82.1375
A08,82.1375,82.4375
A08,82.4375,82.7175
A08,82.7175,82.7775
A08,82.7775,82.9775
A08,82.9775,83.01750000000001
A08,83.01750000000001,83.1175
A08,83.1175,83.4175
A08,83.4175,83.7175
A08,83.7175,83.8375
A08,83.8375,84.03750000000001
A08,84.03750000000001,84.23750000000001
A08,84.23750000000001,84.53750000000001
A08,84.53750000000001,84.67750000000001
A08,84.67750000000001,84.89750000000001
A08,84.89750000000001,85.1575
A08,85.1575,85.3575
A08,85.3575,85.5575
A08,85.5575,86.75750000000001
A08,86.75750000000001,86.9175
A08,86.9175,87.03750000000001
A08,87.03750000000001,87.2175
A08,87.2175,87.37750000000001
A08,87.37750000000001,87.81750000000001
A08,87.81750000000001,88.1175
A08,88.1175,88.1975
A08,88.1975,88.39750000000001
A08,88.39750000000001,88.6375
A08,88.6375,88.9775
A08,88.9775,89.1975
A08,89.1975,89.4375
A08,89.4375,89.81750000000001
A08,89.81750000000001,89.9975
A08,89.9975,90.23750000000001
A08,90.23750000000001,90.53750000000001
A08,90.53750000000001,90.89750000000001
A08,90.89750000000001,91.1975
A08,91.1975,91.4175
A08,91.4175,91.5575
A08,91.5575,91.75750000000001
A08,91.75750000000001,92.0575
A08,92.0575,92.1575
A08,92.1575,92.29750000000001
A08,92.29750000000001,92.4375
A08,92.4375,92.59750000000001
A08,92.59750000000001,92.79750000000001
A08,92.79750000000001,93.1375
A08,93.1375,93.3375
A08,93.3375,93.57750000000001
A08,94.045,94.325
A08,94.325,95.125
A08,95.125,95.28500000000001
A08,95.28500000000001,95.405
A08,95.405,95.605
A08,95.605,95.805
A08,95.805,96.00500000000001
A08,96.00500000000001,96.22500000000001
A08,96.22500000000001,96.405
A08,96.405,96.685
A08,96.685,97.00500000000001
A08,97.00500000000001,97.265
A08,97.265,97.48500000000001
A08,97.48500000000001,97.86500000000001
A08,97.86500000000001,98.08500000000001
A08,98.08500000000001,98.22500000000001
A08,98.22500000000001,98.405
A08,98.405,98.72500000000001
A08,98.72500000000001,99.14500000000001
A08,99.14500000000001,99.305
A08,99.305,99.48500000000001
A08,99.48500000000001,99.70500000000001
A08,99.70500000000001,99.86500000000001
A08,99.86500000000001,99.965
A08,99.965,100.125
A08,100.125,100.325
A08,100.325,100.42500000000001
A08,100.42500000000001,100.765
A08,100.765,100.885
A08,100.885,101.08500000000001
A08,101.08500000000001,101.28500000000001
A08,101.28500000000001,101.385
A08,101.385,101.56500000000001
A08,101.56500000000001,101.70500000000001
A08,101.70500000000001,101.845
A08,101.845,101.965
A08,101.965,102.125
A08,102.125,102.345
A08,102.345,103.08500000000001
A08,103.08500000000001,103.465
A08,103.465,103.625
A08,103.625,103.885
A08,103.885,104.025
A08,104.025,104.305
A08,104.305,104.36500000000001
A08,104.36500000000001,104.525
A08,104.525,104.76500000000001
A08,104.76500000000001,105.06500000000001
A08,105.06500000000001,105.345
A08,105.345,105.525
A08,105.525,105.86500000000001
A08,105.86500000000001,106.185
A08,106.185,106.28500000000001
A08,106.28500000000001,106.525
A08,106.525,106.885
A08,106.885,107.06500000000001
A08,107.06500000000001,107.165
A08,107.165,107.36500000000001
A08,107.36500000000001,107.50500000000001
A08,107.50500000000001,107.745
A08,107.745,107.92500000000001
A08,107.92500000000001,108.185
A08,108.185,108.345
A08,108.345,108.56500000000001
A08,108.56500000000001,108.745
A08,108.745,108.825
A08,108.825,109.105
A08,109.105,109.305
A08,109.305,109.545
A08,109.545,109.665
A08,109.665,110.00500000000001
A08,110.00500000000001,110.14500000000001
A08,110.14500000000001,110.305
A08,110.525,111.56500000000001
A08,111.56500000000001,111.805
A08,111.805,112.00500000000001
A08,112.00500000000001,112.22500000000001
A08,112.22500000000001,112.56500000000001
A08,112.56500000000001,112.745
A08,112.745,112.94500000000001
A08,112.94500000000001,113.14500000000001
A08,113.14500000000001,113.50500000000001
A08,113.50500000000001,113.92500000000001
A08,113.92500000000001,114.08500000000001
A08,114.08500000000001,114.28500000000001
A08,114.28500000000001,114.565
A08,114.565,114.78500000000001
A08,114.78500000000001,114.92500000000001
A08,114.92500000000001,115.305
A08,115.305,115.665
A08,115.665,115.805
A08,115.805,115.905
A08,115.905,116.025
A08,116.025,116.245
A08,116.245,116.465
A08,116.465,116.545
A08,116.545,116.685
A08,116.685,116.78500000000001
A08,116.78500000000001,116.885
A08,116.885,117.22500000000001
A08,117.22500000000001,117.305
A08,117.305,117.405
A08,117.405,117.525
A08,117.525,117.825
A08,117.825,118.105
A08,118.105,118.36500000000001
A08,118.36500000000001,118.50500000000001
A08,118.50500000000001,118.64500000000001
A08,118.64500000000001,118.72500000000001
A08,118.72500000000001,118.86500000000001
A08,118.86500000000001,119.165
A08,119.165,119.985
A08,119.985,120.22500000000001
A08,120.22500000000001,120.325
A08,120.325,120.545
A08,120.545,120.665
A08,120.665,120.86500000000001
A08,120.86500000000001,121.125
A08,121.125,121.345
A08,121.345,121.485
A08,121.485,121.72500000000001
A08,121.72500000000001,121.825
A08,121.825,122.025
A08,122.025,122.22500000000001
A08,122.22500000000001,122.50500000000001
A08,122.50500000000001,122.86500000000001
A08,122.86500000000001,123.08500000000001
A08,123.08500000000001,123.405
A08,123.405,123.50500000000001
A08,123.50500000000001,123.625
A08,123.625,123.70500000000001
A08,123.70500000000001,123.905
A08,123.905,124.045
A08,124.045,124.305
A08,124.305,124.625
A08,124.625,124.92500000000001
A08,124.92500000000001,125.08500000000001
A08,125.08500000000001,125.305
A08,125.305,125.385
A08,125.385,125.525
A08,125.525,125.625
A08,125.625,125.92500000000001
A08,125.92500000000001,126.125
A08,126.125,126.665
A08,126.665,126.92500000000001
A08,127.2825,127.38250000000001
A08,127.38250000000001,127.52250000000001
A08,127.52250000000001,127.9625
A08,127.9625,129.1425
A08,129.1425,129.3025
A08,129.3025,129.48250000000002
A08,129.48250000000002,129.76250000000002
A08,129.76250000000002,129.8425
A08,129.8425,129.9625
A08,129.9625,130.1425
A08,130.1425,130.3025
A08,130.3025,130.3625
A08,130.3625,130.5625
A08,130.5625,130.6225
A08,130.6225,130.7425
A08,130.7425,130.8825
A08,130.8825,131.0625
A08,131.0625,131.2425
A08,131.2425,131.3425
A08,131.3425,131.6825
A08,131.6825,131.9425
A08,131.9425,132.2225
A08,132.2225,132.4625
A08,132.4625,132.70250000000001
A08,132.70250000000001,132.9625
A08,132.9625,133.1225
A08,133.1225,133.3025
A08,133.3025,133.6225
A08,133.6225,133.8025
A08,133.8025,134.04250000000002
A08,134.04250000000002,134.3025
A08,134.3025,134.6625
A08,134.6625,134.8625
A08,134.8625,135.0225
A08,135.0225,135.2425
A08,135.2425,135.3425
A08,135.3425,135.48250000000002
A08,135.48250000000002,135.6825
A08,135.6825,135.98250000000002
A08,135.98250000000002,136.8225
A08,136.8225,137.0025
A08,137.0025,137.1625
A08,137.1625,137.54250000000002
A08,137.54250000000002,137.6625
A08,137.6625,137.9025
A08,137.9025,138.1625
A08,138.1625,138.3225
A08,138.3225,138.4225
A08,138.4225,138.5625
A08,138.5625,138.8025
A08,138.8025,139.0625
A08,139.0625,139.2825
A08,139.2825,139.5025
A08,139.5025,139.6425
A08,139.6425,139.9025
A08,139.9025,140.26250000000002
A08,140.26250000000002,140.4225
A08,140.4225,140.6625
A08,140.6625,140.8225
A08,140.8225,141.20250000000001
A08,141.20250000000001,141.4025
A08,141.4025,141.6025
A08,141.6025,141.8425
A08,141.8425,142.2825
A08,142.2825,142.5625
A08,142.5625,142.7825
A08,142.7825,142.8825
A08,142.8825,143.0825
A08,143.0825,143.20250000000001
A08,143.20250000000001,143.4625
A08,143.4625,143.7225
A08,143.7225,143.9425
A08,143.9425,144.2825
A08,144.2825,144.5025
A08,144.9075,145.16750000000002
A08,145.16750000000002,146.0475
A08,146.0475,146.2075
A08,146.2075,146.56750000000002
A08,146.56750000000002,146.7075
A08,146.7075,146.94750000000002
A08,146.94750000000002,147.0275
A08,147.0275,147.22750000000002
A08,147.22750000000002,147.38750000000002
A08,147.38750000000002,147.56750000000002
A08,147.56750000000002,147.7475
A08,147.7475,147.94750000000002
A08,147.94750000000002,148.5875
A08,148.5875,148.8475
A08,148.8475,149.0275
A08,149.0275,149.2475
A08,149.2475,149.5875
A08,149.5875,149.72750000000002
A08,149.72750000000002,149.9675
A08,149.9675,150.1875
A08,150.1875,150.32750000000001
A08,150.32750000000001,150.50750000000002
A08,150.50750000000002,150.78750000000002
A08,150.78750000000002,150.9675
A08,150.9675,151.1275
A08,151.1275,151.32750000000001
A08,151.32750000000001,151.4675
A08,151.4675,151.60750000000002
A08,151.60750000000002,151.8475
A08,151.8475,152.0875
A08,152.0875,152.28750000000002
A08,152.28750000000002,152.60750000000002
A08,152.60750000000002,152.94750000000002
A08,152.94750000000002,153.0875
A08,153.0875,153.2075
A08,153.2075,153.32750000000001
A08,153.32750000000001,153.7675
A08,153.7675,153.9075
A08,153.9075,153.9675
A08,153.9675,154.60750000000002
A08,154.60750000000002,154.7675
A08,154.7675,155.0675
A08,155.0675,155.3075
A08,155.3075,155.5675
A08,155.5675,155.7475
A08,155.7475,155.9675
A08,155.9675,156.2675
A08,156.2675,156.44750000000002
A08,156.44750000000002,156.5875
A08,156.5875,156.6875
A08,156.6875,157.00750000000002
A08,157.00750000000002,157.16750000000002
A08,157.16750000000002,157.4275
A08,157.4275,157.5675
A08,157.5675,157.72750000000002
A08,157.72750000000002,157.9875
A08,157.9875,158.1875
A08,158.1875,158.4675
A08,158.4675,158.6475
A08,158.6475,159.0275
A08,159.0275,159.32750000000001
A08,159.32750000000001,159.4875
A08,159.4875,159.7675
A08,159.7675,159.9875
A08,159.9875,160.2075
A08,160.2075,160.4075
A08,160.4075,160.7475
A08,160.7475,160.9075
A08,160.9075,160.9875
A08,160.9875,161.1275
A08,161.1275,161.32750000000001
A08,161.32750000000001,161.38750000000002
A08,161.68,161.76
A08,161.76,162.06
A08,162.06,162.98
A08,162.98,163.14
A08,163.14,163.42
A08,163.42,163.62
A08,163.62,163.78
A08,163.78,163.94
A08,163.94,164.14
A08,164.14,164.26
A08,164.26,164.44
A08,164.44,164.62
A08,164.62,164.7
A08,164.7,164.84
A08,164.84,164.92
A08,164.92,165.06
A08,165.06,165.14
A08,165.14,165.46
A08,165.46,165.58
A08,165.58,165.76
A08,165.76,165.92
A08,165.92,166.1
A08,166.1,166.28
A08,166.28,166.6
A08,166.6,166.74
A08,166.74,166.9
A08,166.9,167.02
A08,167.02,167.16
A08,167.16,167.34
A08,167.34,167.64
A08,167.64,167.88
A08,167.88,168.06
A08,168.06,168.28
A08,168.28,168.48
A08,168.48,168.66
A08,168.66,168.86
A08,168.86,169.06
A08,169.06,169.28
A08,169.28,169.36
A08,169.36,169.62
A08,169.62,169.92
A08,169.92,171.66
A08,171.66,171.8
A08,171.8,172.08
A08,172.08,172.12
A08,172.12,172.3
A08,172.3,172.56
A08,172.56,172.74
A08,172.74,173.02
A08,173.02,173.22
A08,173.22,173.44
A08,173.44,173.62
A08,173.62,173.9
A08,173.9,174.3
A08,174.3,174.46
A08,174.46,174.76
A08,174.76,174.98
A08,174.98,175.16
A08,175.16,175.24
A08,175.24,175.42
A08,175.42,175.52
A08,175.52,175.64
A08,175.64,175.8
A08,175.8,176.0
A08,176.0,176.18
A08,176.18,176.34
A08,176.34,176.62
A08,176.62,176.74
A08,176.74,176.98
A08,176.98,177.08
A08,177.08,177.2
A08,177.2,177.44
A08,177.44,177.62
A08,177.62,177.8
A08,178.79000000000002,179.03
A08,179.03,179.33
A08,179.33,179.47
A08,179.47,179.59
A08,179.59,179.73000000000002
A08,179.73000000000002,179.93
A08,179.93,180.11
A08,180.11,180.41000000000003
A08,180.41000000000003,180.59
A08,180.59,180.75
A08,180.75,180.97
A08,180.97,181.29000000000002
A08,181.29000000000002,181.59
A08,181.59,181.81
A08,181.81,181.97
A08,181.97,182.17000000000002
A08,182.17000000000002,182.41000000000003
A08,182.41000000000003,182.51000000000002
A08,182.51000000000002,182.57000000000002
A08,182.57000000000002,182.73000000000002
A08,182.73000000000002,182.83
A08,182.83,183.05
A08,183.05,183.43
A08,183.43,183.67000000000002
A08,183.67000000000002,183.85000000000002
A08,183.85000000000002,184.09
A08,184.09,184.17000000000002
A08,184.17000000000002,184.29000000000002
A08,184.29000000000002,184.43
A08,184.43,184.73000000000002
A08,184.73000000000002,184.89000000000001
A08,184.89000000000001,185.11
A08,185.11,185.35000000000002
A08,185.35000000000002,185.57000000000002
A08,185.57000000000002,185.77
A08,185.77,185.89000000000001
A08,185.89000000000001,186.13000000000002
A08,186.13000000000002,187.05
A08,187.05,187.37
A08,187.37,187.53
A08,187.53,187.75
A08,187.75,188.11
A08,188.11,188.25
A08,188.25,188.51000000000002
A08,188.51000000000002,188.73000000000002
A08,188.73000000000002,188.93
A08,188.93,189.01000000000002
A08,189.01000000000002,189.13000000000002
A08,189.13000000000002,189.41000000000003
A08,189.41000000000003,189.53
A08,189.53,189.65
A08,189.65,189.93
A08,189.93,190.19
A08,190.19,190.41000000000003
A08,190.41000000000003,190.55
A08,190.55,190.63000000000002
A08,190.63000000000002,190.79000000000002
A08,190.79000000000002,190.99
A08,190.99,191.19
A08,191.19,191.27
A08,191.27,191.43
A08,191.43,191.57000000000002
A08,191.57000000000002,191.87
A08,191.87,192.03
A08,192.03,192.21
A08,192.21,192.71
A08,192.71,192.95000000000002
A08,192.95000000000002,193.15
A08,193.15,193.29000000000002
A08,193.29000000000002,193.51000000000002
A08,193.51000000000002,193.85000000000002
A08,193.85000000000002,193.97
A08,193.97,194.29000000000002
A08,194.29000000000002,194.47000000000003
A08,194.47000000000003,194.61
A08,194.9375,195.19750000000002
A08,195.19750000000002,195.97750000000002
A08,195.97750000000002,196.1575
A08,196.1575,196.2775
A08,196.2775,196.4975
A08,196.4975,196.6575
A08,196.6575,196.85750000000002
A08,196.85750000000002,197.09750000000003
A08,197.09750000000003,197.25750000000002
A08,197.25750000000002,197.4975
A08,197.4975,197.7375
A08,197.7375,197.9375
A08,197.9375,198.25750000000002
A08,198.25750000000002,198.4575
A08,198.4575,198.59750000000003
A08,198.59750000000003,198.8375
A08,198.8375,199.07750000000001
A08,199.07750000000001,199.3975
A08,199.3975,199.6775
A08,199.6775,199.9375
A08,199.9375,200.1175
A08,200.1175,200.25750000000002
A08,200.25750000000002,200.5175
A08,200.5175,200.97750000000002
A08,200.97750000000002,201.2375
A08,201.2375,201.31750000000002
A08,201.31750000000002,201.5575
A08,201.5575,201.63750000000002
A08,201.63750000000002,201.7975
A08,201.7975,201.91750000000002
A08,201.91750000000002,202.07750000000001
A08,202.07750000000001,202.19750000000002
A08,202.19750000000002,202.2775
A08,202.2775,202.47750000000002
A08,202.47750000000002,202.8975
A08,202.8975,203.09750000000003
A08,203.09750000000003,203.25750000000002
A08,203.25750000000002,203.5175
A08,203.5175,203.6175
A08,203.6175,203.81750000000002
A08,203.81750000000002,203.85750000000002
A08,203.85750000000002,204.0575
A08,204.0575,204.2775
A08,204.2775,204.3775
A08,204.3775,204.47750000000002
A08,204.47750000000002,205.75750000000002
A08,205.75750000000002,205.9375
A08,205.9375,206.0175
A08,206.0175,206.1775
A08,206.1775,206.3775
A08,206.3775,206.69750000000002
A08,206.69750000000002,206.85750000000002
A08,206.85750000000002,207.0575
A08,207.0575,207.2775
A08,207.2775,207.5175
A08,207.5175,207.7175
A08,207.7175,208.1775
A08,208.1775,208.2175
A08,208.2175,208.4575
A08,208.4575,208.6575
A08,208.6575,209.03750000000002
A08,209.03750000000002,209.2975
A08,209.2975,209.5175
A08,209.5175,209.9575
A08,209.9575,210.1575
A08,210.1575,210.35750000000002
A08,210.35750000000002,210.53750000000002
A08,210.53750000000002,210.8375
A08,210.8375,211.0575
A08,211.0575,211.2775
A08,211.2775,211.4575
A08,211.4575,211.65750000000003
A08,211.65750000000003,211.97750000000002
A08,211.97750000000002,212.13750000000002
A08,212.13750000000002,212.2975
A08,212.2975,212.4975
A08,212.4975,212.7175
A08,212.7175,212.91750000000002
A08,213.345,214.64499999999998
A08,214.64499999999998,214.885
A08,214.885,215.045
A08,215.045,215.225
A08,215.225,215.405
A08,215.405,215.665
A08,215.665,215.885
A08,215.885,215.98499999999999
A08,215.98499999999999,216.24499999999998
A08,216.24499999999998,216.52499999999998
A08,216.52499999999998,216.70499999999998
A08,216.70499999999998,216.945
A08,216.945,217.005
A08,217.005,217.18499999999997
A08,217.18499999999997,217.385
A08,217.385,217.605
A08,217.605,217.68499999999997
A08,217.68499999999997,217.86499999999998
A08,217.86499999999998,218.005
A08,218.005,218.225
A08,218.225,218.36499999999998
A08,218.36499999999998,218.765
A08,218.765,219.005
A08,219.005,219.325
A08,219.325,219.445
A08,219.445,220.045
A08,220.045,220.18499999999997
A08,220.18499999999997,220.345
A08,220.345,220.505
A08,220.505,220.58499999999998
A08,220.58499999999998,220.70499999999998
A08,220.70499999999998,220.98499999999999
A08,220.98499999999999,221.265
A08,221.265,221.48499999999999
A08,221.48499999999999,221.685
A08,221.685,221.825
A08,221.825,221.96499999999997
A08,221.96499999999997,222.105
A08,222.105,222.265
A08,222.265,222.40499999999997
A08,222.40499999999997,223.345
A08,223.345,223.445
A08,223.445,223.665
A08,223.665,223.90499999999997
A08,223.90499999999997,224.125
A08,224.125,224.42499999999998
A08,224.42499999999998,224.625
A08,224.625,224.80499999999998
A08,224.80499999999998,224.96499999999997
A08,224.96499999999997,225.105
A08,225.105,225.24499999999998
A08,225.24499999999998,225.445
A08,225.445,225.80499999999998
A08,225.80499999999998,226.08499999999998
A08,226.08499999999998,226.225
A08,226.225,226.40499999999997
A08,226.40499999999997,226.64499999999998
A08,226.64499999999998,226.90499999999997
A08,226.90499999999997,227.02499999999998
A08,227.02499999999998,227.225
A08,227.225,227.46499999999997
A08,227.46499999999997,227.625
A08,227.625,227.80499999999998
A08,227.80499999999998,228.08499999999998
A08,228.08499999999998,228.52499999999998
A08,228.52499999999998,228.74499999999998
A08,228.74499999999998,228.92499999999998
A08,228.92499999999998,229.14499999999998
A08,229.14499999999998,229.30499999999998
A08,229.30499999999998,229.445
A08,229.445,229.625
A08,229.625,229.86499999999998
A08,229.86499999999998,230.125
A08,230.4675,230.6475
A08,230.6475,231.72750000000002
A08,231.72750000000002,231.9075
A08,231.9075,232.16750000000002
A08,232.16750000000002,232.38750000000002
A08,232.38750000000002,232.56750000000002
A08,232.56750000000002,232.78750000000002
A08,232.78750000000002,233.0875
A08,233.0875,233.44750000000002
A08,233.44750000000002,233.66750000000002
A08,233.66750000000002,233.8675
A08,233.8675,233.9675
A08,233.9675,234.2075
A08,234.2075,234.38750000000002
A08,234.38750000000002,234.56750000000002
A08,234.56750000000002,234.72750000000002
A08,234.72750000000002,234.8475
A08,234.8475,235.0275
A08,235.0275,235.10750000000002
A08,235.10750000000002,235.28750000000002
A08,235.28750000000002,235.3675
A08,235.3675,235.4675
A08,235.4675,235.5875
A08,235.5875,235.82750000000001
A08,235.82750000000001,236.28750000000002
A08,236.28750000000002,236.5275
A08,236.5275,236.5875
A08,236.5875,236.82750000000001
A08,236.82750000000001,236.9675
A08,236.9675,237.1475
A08,237.1475,237.38750000000002
A08,237.38750000000002,237.5475
A08,237.5475,237.60750000000002
A08,237.60750000000002,237.8675
A08,237.8675,238.16750000000002
A08,238.16750000000002,238.34750000000003
A08,238.34750000000003,238.5675
A08,238.5675,238.66750000000002
A08,238.66750000000002,238.78750000000002
A08,238.78750000000002,238.88750000000002
